2017-04-30 11:46:02.664802,outside temp cold,15.75
2017-04-30 11:46:03.533257,inside temp #1,19.125
2017-04-30 11:46:06.593497,outside temp cold,15.75
2017-04-30 11:46:07.453952,inside temp #1,19.125
2017-04-30 11:46:10.515596,outside temp cold,15.75
2017-04-30 11:46:11.366113,inside temp #1,19.125
2017-04-30 11:46:14.418915,outside temp cold,15.75
2017-04-30 11:46:15.283716,inside temp #1,19.125
2017-04-30 11:46:18.344370,outside temp cold,15.69
2017-04-30 11:46:19.203951,inside temp #1,19.187
2017-04-30 11:46:22.264395,outside temp cold,15.75
2017-04-30 11:46:23.122503,inside temp #1,19.187
2017-04-30 11:46:26.183793,outside temp cold,15.69
2017-04-30 11:46:27.044652,inside temp #1,19.187
2017-04-30 11:46:30.105160,outside temp cold,15.69
2017-04-30 11:46:30.972514,inside temp #1,19.25
2017-04-30 11:46:34.032983,outside temp cold,15.69
2017-04-30 11:46:34.893773,inside temp #1,19.187
2017-04-30 11:46:37.953698,outside temp cold,15.69
2017-04-30 11:46:38.813924,inside temp #1,19.25
2017-04-30 11:46:41.878885,outside temp cold,15.69
2017-04-30 11:46:42.742508,inside temp #1,19.187
2017-04-30 11:46:45.803441,outside temp cold,15.69
2017-04-30 11:46:46.663417,inside temp #1,19.187
2017-04-30 11:46:49.723947,outside temp cold,15.69
2017-04-30 11:46:50.581646,inside temp #1,19.187
2017-04-30 11:46:53.643173,outside temp cold,15.69
2017-04-30 11:46:54.504186,inside temp #1,19.187
2017-04-30 11:46:57.564790,outside temp cold,15.69
2017-04-30 11:46:58.416232,inside temp #1,19.187
2017-04-30 11:47:01.481688,outside temp cold,15.69
2017-04-30 11:47:02.343588,inside temp #1,19.187
2017-04-30 11:47:05.404169,outside temp cold,15.63
2017-04-30 11:47:06.264846,inside temp #1,19.187
2017-04-30 11:47:09.332231,outside temp cold,15.69
2017-04-30 11:47:10.222689,inside temp #1,19.187
2017-04-30 11:47:13.284536,outside temp cold,15.69
2017-04-30 11:47:14.143475,inside temp #1,19.125
2017-04-30 11:47:17.203190,outside temp cold,15.69
2017-04-30 11:47:18.046303,inside temp #1,19.125
2017-04-30 11:47:21.103716,outside temp cold,15.75
2017-04-30 11:47:21.963406,inside temp #1,19.125
2017-04-30 11:47:25.019110,outside temp cold,15.75
2017-04-30 11:47:25.882184,inside temp #1,19.125
2017-04-30 11:47:28.941057,outside temp cold,15.75
2017-04-30 11:47:29.802216,inside temp #1,19.125
2017-04-30 11:47:32.861322,outside temp cold,15.75
2017-04-30 11:47:33.723239,inside temp #1,19.125
2017-04-30 11:47:36.782749,outside temp cold,15.75
2017-04-30 11:47:37.643569,inside temp #1,19.125
2017-04-30 11:47:40.703068,outside temp cold,15.75
2017-04-30 11:47:41.563347,inside temp #1,19.125
2017-04-30 11:47:44.623950,outside temp cold,15.75
2017-04-30 11:47:45.483857,inside temp #1,19.125
2017-04-30 11:47:48.544156,outside temp cold,15.75
2017-04-30 11:47:49.403771,inside temp #1,19.125
2017-04-30 11:47:52.464229,outside temp cold,15.75
2017-04-30 11:47:53.306467,inside temp #1,19.125
2017-04-30 11:47:56.365219,outside temp cold,15.75
2017-04-30 11:47:57.233404,inside temp #1,19.062
2017-04-30 11:48:00.294260,outside temp cold,15.75
2017-04-30 11:48:01.152991,inside temp #1,19.062
2017-04-30 11:48:04.209544,outside temp cold,15.69
2017-04-30 11:48:05.071535,inside temp #1,19.062
2017-04-30 11:48:08.107678,outside temp cold,15.75
2017-04-30 11:48:08.956101,inside temp #1,19.062
2017-04-30 11:48:12.016178,outside temp cold,15.75
2017-04-30 11:48:12.883997,inside temp #1,19.062
2017-04-30 11:48:15.951747,outside temp cold,15.75
2017-04-30 11:48:16.813649,inside temp #1,19.062
2017-04-30 11:48:19.874508,outside temp cold,15.75
2017-04-30 11:48:20.732478,inside temp #1,19.062
2017-04-30 11:48:23.794455,outside temp cold,15.75
2017-04-30 11:48:24.652361,inside temp #1,19.062
2017-04-30 11:48:27.714559,outside temp cold,15.75
2017-04-30 11:48:28.573962,inside temp #1,19.062
2017-04-30 11:48:31.632246,outside temp cold,15.75
2017-04-30 11:48:32.487596,inside temp #1,19.062
2017-04-30 11:48:35.542253,outside temp cold,15.75
2017-04-30 11:48:36.403637,inside temp #1,19.062
2017-04-30 11:48:39.465409,outside temp cold,15.75
2017-04-30 11:48:40.333289,inside temp #1,19.062
2017-04-30 11:48:43.394855,outside temp cold,15.75
2017-04-30 11:48:44.263184,inside temp #1,19.062
2017-04-30 11:48:47.325316,outside temp cold,15.81
2017-04-30 11:48:48.192909,inside temp #1,19.062
2017-04-30 11:48:51.256531,outside temp cold,15.81
2017-04-30 11:48:52.124210,inside temp #1,19.0
2017-04-30 11:48:55.184907,outside temp cold,15.81
2017-04-30 11:48:56.053136,inside temp #1,19.0
2017-04-30 11:48:59.114819,outside temp cold,15.81
2017-04-30 11:48:59.983184,inside temp #1,19.0
2017-04-30 11:49:03.043873,outside temp cold,15.81
2017-04-30 11:49:03.903772,inside temp #1,19.0
2017-04-30 11:49:06.964614,outside temp cold,15.81
2017-04-30 11:49:07.823112,inside temp #1,19.0
2017-04-30 11:49:10.884828,outside temp cold,15.81
2017-04-30 11:49:11.753034,inside temp #1,19.0
2017-04-30 11:49:14.818822,outside temp cold,15.81
2017-04-30 11:49:15.681222,inside temp #1,19.0
2017-04-30 11:49:18.716981,outside temp cold,15.81
2017-04-30 11:49:19.581841,inside temp #1,19.0
2017-04-30 11:49:22.618625,outside temp cold,15.88
2017-04-30 11:49:23.465760,inside temp #1,19.0
2017-04-30 11:49:26.524593,outside temp cold,15.88
2017-04-30 11:49:27.384476,inside temp #1,19.0
2017-04-30 11:49:30.444315,outside temp cold,15.81
2017-04-30 11:49:31.304697,inside temp #1,19.0
2017-04-30 11:49:34.367135,outside temp cold,15.81
2017-04-30 11:49:35.235372,inside temp #1,19.0
2017-04-30 11:49:38.295829,outside temp cold,15.81
2017-04-30 11:49:39.162431,inside temp #1,19.0
2017-04-30 11:49:42.227683,outside temp cold,15.81
2017-04-30 11:49:43.092039,inside temp #1,19.0
2017-04-30 11:49:46.152063,outside temp cold,15.88
2017-04-30 11:49:47.013308,inside temp #1,19.0
2017-04-30 11:49:50.073619,outside temp cold,15.81
2017-04-30 11:49:50.917459,inside temp #1,19.0
2017-04-30 11:49:53.960535,outside temp cold,15.81
2017-04-30 11:49:54.805786,inside temp #1,18.937
2017-04-30 11:49:57.843508,outside temp cold,15.81
2017-04-30 11:49:58.686531,inside temp #1,19.0
2017-04-30 11:50:01.746239,outside temp cold,15.81
2017-04-30 11:50:02.612909,inside temp #1,18.937
2017-04-30 11:50:05.672914,outside temp cold,15.88
2017-04-30 11:50:06.515800,inside temp #1,18.937
2017-04-30 11:50:09.569524,outside temp cold,15.88
2017-04-30 11:50:10.416005,inside temp #1,18.937
2017-04-30 11:50:13.453594,outside temp cold,15.88
2017-04-30 11:50:14.308849,inside temp #1,18.937
2017-04-30 11:50:17.370716,outside temp cold,15.88
2017-04-30 11:50:18.232857,inside temp #1,18.937
2017-04-30 11:50:31.090045,inside temp #1,18.937
2017-04-30 11:50:34.950053,inside temp #1,18.937
